"","timestamp","slug","id","name","symbol","ref_cur","open","high","low","close","volume","market_cap","time_open","time_close","time_high","time_low"
"1",2015-08-07 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",2.83161997795105,3.53660988807678,2.52112007141113,2.77211999893188,164329,166610555.018,2015-08-07,2015-08-07 23:59:59,2015-08-07 15:09:31,2015-08-07 17:24:30
"2",2015-08-08 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",2.79376006126404,2.79881000518799,0.714725017547607,0.75332498550415,674188,45486894.2408,2015-08-08,2015-08-08 23:59:59,2015-08-08 00:29:29,2015-08-08 19:39:30
"3",2015-08-09 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",0.706135988235474,0.879809975624084,0.629190981388092,0.701897025108337,532170,42399573.4991,2015-08-09,2015-08-09 23:59:59,2015-08-09 06:44:29,2015-08-09 01:49:30
"4",2015-08-10 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",0.713989019393921,0.729853987693787,0.636546015739441,0.708447992801666,405283,42818364.3945,2015-08-10,2015-08-10 23:59:59,2015-08-10 18:54:31,2015-08-10 07:34:32
"5",2015-08-11 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",0.708087027072906,1.13141000270844,0.663235008716583,1.06786000728607,1463100,64569288.4328,2015-08-11,2015-08-11 23:59:59,2015-08-11 20:39:29,2015-08-11 06:29:29
"6",2015-08-12 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",1.0587500333786,1.28993999958038,0.883607983589172,1.21744000911713,2150620,73645010.9863,2015-08-12,2015-08-12 23:59:59,2015-08-12 21:34:29,2015-08-12 03:49:30
"7",2015-08-13 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",1.22223997116089,1.96507000923157,1.17199003696442,1.82766997814178,4068680,110607191.674,2015-08-13,2015-08-13 23:59:59,2015-08-13 20:24:28,2015-08-13 05:44:28
"8",2015-08-14 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",1.81092000007629,2.26187992095947,1.75475001335144,1.82787001132965,4637030,110672321.811,2015-08-14,2015-08-14 23:59:59,2015-08-14 14:24:31,2015-08-14 23:19:29
"9",2015-08-15 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",1.80288994312286,1.87723994255066,1.57097995281219,1.68889999389648,2554360,102303608.467,2015-08-15,2015-08-15 23:59:59,2015-08-15 01:14:28,2015-08-15 00:59:29
"10",2015-08-16 23:59:59,"ethereum",1027,"Ethereum","ETH","USD",1.68435001373291,1.69524002075195,1.08981001377106,1.56603002548218,3550790,94901005.3503,2015-08-16,2015-08-16 23:59:59,2015-08-16 00:19:29,2015-08-16 10:14:29
